model_name,dataset_name,batch_size,lr,best-epoch,best-step,best-dev,jsick,jsts-val,jsts-train,avg,count
cl-tohoku/bert-base-japanese-v2,jsnli+nu-snli,128.0,3e-05,0.0,384.0,83.36227095545134,82.53801790933856,79.39047021112549,75.89687564689041,79.27512125578481,3
cl-tohoku/bert-base-japanese-v2,jsnli+nu-snli,128.0,5e-05,0.0,298.6666666666667,83.38865331648722,82.54407618685929,79.07264208246463,75.72982551065482,79.11551459332624,3
cl-tohoku/bert-base-japanese-v2,jsnli+nu-snli,256.0,1e-05,0.0,384.0,83.67500071282306,82.80051000512772,79.56196885558448,75.93471163651539,79.4323968324092,3
cl-tohoku/bert-base-japanese-v2,jsnli+nu-snli,256.0,3e-05,0.0,213.33333333333334,83.62679190149031,82.67665715945674,79.32483520518288,75.63631676078118,79.21260304180693,3
cl-tohoku/bert-base-japanese-v2,jsnli+nu-snli,256.0,5e-05,0.0,192.0,83.52990961214395,82.51833793522279,79.38081746709527,75.91204213726205,79.27039917986004,3
cl-tohoku/bert-base-japanese-v2,jsnli+nu-snli,512.0,1e-05,0.0,330.6666666666667,83.98247937980334,83.04208333984423,79.63737129974328,76.10682911004444,79.59542791654398,3
cl-tohoku/bert-base-japanese-v2,jsnli+nu-snli,512.0,3e-05,0.0,149.33333333333334,83.9002405881157,82.9054030291787,79.26254222522392,75.59758581661406,79.25517702367223,3
cl-tohoku/bert-base-japanese-v2,jsnli+nu-snli,512.0,5e-05,0.0,128.0,83.89247672858392,82.8655306886457,79.09205455024299,75.6201886077992,79.19259128222929,3
cl-tohoku/bert-base-japanese-whole-word-masking,jsnli+nu-snli,64.0,1e-05,0.0,512.0,79.93004040275186,79.29427755305998,76.79841209229426,74.13069969338788,76.7411297795807,3
cl-tohoku/bert-base-japanese-whole-word-masking,jsnli+nu-snli,64.0,3e-05,0.0,341.3333333333333,79.73413539928694,79.11860343870619,76.89077320274446,74.22681642607652,76.74539768917572,3
cl-tohoku/bert-base-japanese-whole-word-masking,jsnli+nu-snli,64.0,5e-05,0.0,256.0,80.50422522986956,79.97201324682744,77.38210559901347,74.58415790952698,77.31275891845597,3
cl-tohoku/bert-base-japanese-whole-word-masking,jsnli+nu-snli,128.0,1e-05,0.0,426.6666666666667,80.69474191338685,80.138266611384,77.84221515800677,75.04348119174988,77.67465432038021,3
cl-tohoku/bert-base-japanese-whole-word-masking,jsnli+nu-snli,128.0,3e-05,0.0,256.0,80.67286641242771,80.12271256202511,77.81903250602205,75.19790726781082,77.71321744528599,3
cl-tohoku/bert-base-japanese-whole-word-masking,jsnli+nu-snli,128.0,5e-05,0.0,469.3333333333333,80.48500546139392,79.84442826464881,76.97350162358218,74.69955887990177,77.17249625604425,3
cl-tohoku/bert-base-japanese-whole-word-masking,jsnli+nu-snli,256.0,1e-05,0.0,256.0,81.09689363179317,80.45700931434637,77.75816865095219,74.9096766302818,77.70828486519345,3
cl-tohoku/bert-base-japanese-whole-word-masking,jsnli+nu-snli,256.0,3e-05,0.0,149.33333333333334,81.0456247053939,80.37993936060973,77.68856264896678,74.794012914153,77.62083830790984,3
cl-tohoku/bert-base-japanese-whole-word-masking,jsnli+nu-snli,256.0,5e-05,0.0,128.0,81.21582272163346,80.64831543865574,77.70047380386762,74.82542146363289,77.72473690205209,3
cl-tohoku/bert-base-japanese-whole-word-masking,jsnli+nu-snli,512.0,1e-05,0.0,170.66666666666666,81.62731647678993,80.95327169987895,77.96588113739934,74.88704545524769,77.93539943084198,3
cl-tohoku/bert-base-japanese-whole-word-masking,jsnli+nu-snli,512.0,3e-05,0.0,96.0,81.31557961863574,80.63597595282558,77.47073063113272,74.50911379173566,77.53860679189798,3
cl-tohoku/bert-base-japanese-whole-word-masking,jsnli+nu-snli,512.0,5e-05,0.0,85.33333333333333,81.83676993031041,81.05505783299863,77.67571322072394,74.69618747172811,77.80898617515022,3
cl-tohoku/bert-large-japanese,jsnli+nu-snli,64.0,1e-05,0.0,512.0,82.18660025739337,81.34716023368459,79.05889469624361,76.36899595115261,78.92501696036027,3
cl-tohoku/bert-large-japanese,jsnli+nu-snli,64.0,3e-05,0.0,256.0,82.11048050553983,81.34686569227883,78.80453420176714,75.98342592392315,78.7116086059897,3
cl-tohoku/bert-large-japanese,jsnli+nu-snli,64.0,5e-05,0.0,256.0,81.95122732989147,81.18707474556409,79.12101945836211,76.45540521551429,78.92116647314683,3
cl-tohoku/bert-large-japanese,jsnli+nu-snli,128.0,1e-05,0.0,384.0,82.95470978368492,82.02985656610237,79.3228075850825,76.39865632419664,79.25044015846049,3
cl-tohoku/bert-large-japanese,jsnli+nu-snli,128.0,3e-05,0.0,256.0,82.73180288180794,81.85110197215202,79.55496439721098,76.69803597362458,79.36803411432919,3
cl-tohoku/bert-large-japanese,jsnli+nu-snli,128.0,5e-05,0.0,128.0,82.21815227387928,81.3819089812855,78.99492799536308,76.23290491702063,78.86991396455642,3
cl-tohoku/bert-large-japanese,jsnli+nu-snli,256.0,1e-05,0.0,277.3333333333333,82.88481149637057,81.96088589860445,79.38210434496806,76.5144399783441,79.2858100739722,3
cl-tohoku/bert-large-japanese,jsnli+nu-snli,256.0,3e-05,0.0,149.33333333333334,82.97352671525702,82.01651739710316,79.35851361929053,76.37760941126585,79.25088014255319,3
cl-tohoku/bert-large-japanese,jsnli+nu-snli,256.0,5e-05,0.0,128.0,82.7462478747173,81.71842780812575,79.31259625316515,76.13580757528686,79.05561054552594,3
cl-tohoku/bert-large-japanese,jsnli+nu-snli,512.0,1e-05,0.0,160.0,83.36808109150736,82.36966447205259,79.19762078220884,76.09955019838573,79.22227848421572,3
cl-tohoku/bert-large-japanese,jsnli+nu-snli,512.0,3e-05,0.0,106.66666666666667,83.02065369584996,82.074924488469,79.04277205253918,76.16816035822364,79.09528563307727,3
cl-tohoku/bert-large-japanese,jsnli+nu-snli,512.0,5e-05,0.0,85.33333333333333,83.0868503713237,82.09812991907258,79.06460372637957,76.13140334381164,79.09804566308793,3
ku-nlp/deberta-v2-base-japanese,jsnli+nu-snli,64.0,1e-05,0.0,1706.6666666666667,82.08194630483176,80.94577246887444,77.37860548975681,73.80885366025994,77.37774387296373,3
ku-nlp/deberta-v2-base-japanese,jsnli+nu-snli,64.0,3e-05,0.0,853.3333333333334,82.13905063432794,81.15020675762689,76.90621233946548,73.13400145333581,77.0634735168094,3
ku-nlp/deberta-v2-base-japanese,jsnli+nu-snli,64.0,5e-05,0.0,768.0,82.07722310699933,80.80099333965845,76.95816511795066,73.43629259061882,77.06515034940931,3
ku-nlp/deberta-v2-base-japanese,jsnli+nu-snli,128.0,1e-05,0.0,1109.3333333333333,82.54046521051073,81.2900005904695,77.56614972356793,73.74282658747357,77.53299230050366,3
ku-nlp/deberta-v2-base-japanese,jsnli+nu-snli,128.0,3e-05,0.0,512.0,82.10647718757524,80.89024328749304,76.8639375370238,72.93151399280373,76.89523160577352,3
ku-nlp/deberta-v2-base-japanese,jsnli+nu-snli,128.0,5e-05,0.0,341.3333333333333,81.80363677566446,80.73786819637456,76.72010691399477,72.73195682436115,76.72997731157683,3
ku-nlp/deberta-v2-base-japanese,jsnli+nu-snli,512.0,1e-05,0.3333333333333333,512.0,83.20190072781214,81.81449332985784,77.33144979560846,73.5039717032361,77.54997160956746,3
ku-nlp/deberta-v2-base-japanese,jsnli+nu-snli,512.0,3e-05,0.0,256.0,82.92531815194106,81.50209303383679,77.19339003127068,73.73343593483276,77.47630633331342,3
ku-nlp/deberta-v2-base-japanese,jsnli+nu-snli,512.0,5e-05,0.0,192.0,82.66216628047518,81.17523511167359,77.33006711371296,73.57759875098533,77.36096699212396,3
ku-nlp/deberta-v2-large-japanese,jsnli+nu-snli,64.0,1e-05,0.0,682.6666666666666,77.07354729532257,76.9593566066436,79.8562638534727,76.9856648695581,77.93376177655811,3
ku-nlp/deberta-v2-large-japanese,jsnli+nu-snli,64.0,3e-05,0.0,1109.3333333333333,77.30547129384635,76.82748521792013,79.44275633984593,77.26191529637913,77.84405228471506,3
ku-nlp/deberta-v2-large-japanese,jsnli+nu-snli,64.0,5e-05,0.0,426.6666666666667,76.88875028341421,76.50323210028843,79.53959862804062,76.53073631095707,77.5245223464287,3
ku-nlp/deberta-v2-large-japanese,jsnli+nu-snli,128.0,1e-05,0.0,469.3333333333333,77.51637787595139,77.36183082662342,79.76523468754048,76.83196756026403,77.98634435814265,3
ku-nlp/deberta-v2-large-japanese,jsnli+nu-snli,128.0,3e-05,0.0,426.6666666666667,78.70989931818939,78.16185274452206,79.78292979353455,77.15516913442661,78.3666505574944,3
ku-nlp/deberta-v2-large-japanese,jsnli+nu-snli,128.0,5e-05,0.0,341.3333333333333,78.1256170778651,77.77506839624749,79.57530749695125,77.03509113342615,78.12848900887496,3
ku-nlp/deberta-v2-large-japanese,jsnli+nu-snli,512.0,1e-05,0.0,309.3333333333333,79.12132523735279,78.73433387153146,79.68180933144545,77.08880287640825,78.50164869312839,3
ku-nlp/deberta-v2-large-japanese,jsnli+nu-snli,512.0,3e-05,0.0,202.66666666666666,79.24910032612975,78.77710518035896,79.75701301799914,77.30843062438832,78.61418294091546,3
ku-nlp/deberta-v2-large-japanese,jsnli+nu-snli,512.0,5e-05,0.0,96.0,78.91567438060315,78.70272193388655,79.4962488672196,76.29895712559096,78.1659759755657,3
ku-nlp/roberta-base-japanese-char-wwm,jsnli+nu-snli,64.0,1e-05,0.0,1280.0,81.50841093323612,79.8044371681794,77.61135347689391,74.65711398387022,77.35763487631452,3
ku-nlp/roberta-base-japanese-char-wwm,jsnli+nu-snli,64.0,3e-05,0.0,853.3333333333334,81.75610684685279,79.89844038210668,77.30952161164656,73.80947783577344,77.00581327650889,3
ku-nlp/roberta-base-japanese-char-wwm,jsnli+nu-snli,64.0,5e-05,0.0,512.0,81.80472455025723,79.93600459945297,77.65555842710658,74.06408789706713,77.21855030787556,3
ku-nlp/roberta-base-japanese-char-wwm,jsnli+nu-snli,128.0,1e-05,0.0,682.6666666666666,82.04075935621245,80.35985846975284,77.70557447660849,74.30829417157729,77.45790903931287,3
ku-nlp/roberta-base-japanese-char-wwm,jsnli+nu-snli,128.0,3e-05,0.0,469.3333333333333,82.09572838550501,80.40239382976388,78.15204751065126,74.3150007910841,77.6231473771664,3
ku-nlp/roberta-base-japanese-char-wwm,jsnli+nu-snli,128.0,5e-05,0.0,469.3333333333333,81.65275444809008,79.83152435483962,77.46038158740647,73.99489709715938,77.09560101313515,3
ku-nlp/roberta-base-japanese-char-wwm,jsnli+nu-snli,256.0,1e-05,0.0,469.3333333333333,82.32374503060242,80.46123353995122,77.91428002908695,74.16465185672742,77.51338847525521,3
ku-nlp/roberta-base-japanese-char-wwm,jsnli+nu-snli,256.0,3e-05,0.0,298.6666666666667,82.36633638298498,80.4357957441373,77.41197921136188,74.03784354254661,77.29520616601526,3
ku-nlp/roberta-base-japanese-char-wwm,jsnli+nu-snli,256.0,5e-05,0.0,213.33333333333334,82.33779278329389,80.33207580057729,77.68737306301544,73.99510646950888,77.33818511103387,3
ku-nlp/roberta-base-japanese-char-wwm,jsnli+nu-snli,512.0,1e-05,0.0,416.0,82.86469738305642,80.92483592285521,77.98084142589632,74.581370472718,77.82901594048984,3
ku-nlp/roberta-base-japanese-char-wwm,jsnli+nu-snli,512.0,3e-05,0.0,192.0,82.67433495863507,80.72840399057043,77.399841177152,73.78588413828697,77.3047097686698,3
ku-nlp/roberta-base-japanese-char-wwm,jsnli+nu-snli,512.0,5e-05,0.0,160.0,83.03703929542941,81.15151292869672,78.21094470652957,74.36838804234675,77.91028189252434,3
ku-nlp/roberta-large-japanese-char-wwm,jsnli+nu-snli,64.0,1e-05,0.0,512.0,81.81746879809002,80.42506809400383,80.6320382809162,77.2598307966173,79.43897905717911,3
ku-nlp/roberta-large-japanese-char-wwm,jsnli+nu-snli,64.0,3e-05,0.0,256.0,81.55630658576418,80.33488911166033,80.17258702889522,76.75941591138324,79.08896401731293,3
ku-nlp/roberta-large-japanese-char-wwm,jsnli+nu-snli,64.0,5e-05,0.0,256.0,81.60625296873769,80.24056395527099,80.06211448953253,77.19090241038546,79.16452695172966,3
ku-nlp/roberta-large-japanese-char-wwm,jsnli+nu-snli,128.0,1e-05,0.0,384.0,82.8132102633589,81.19125453905166,80.72229204670352,77.76701595449224,79.89352084674913,3
ku-nlp/roberta-large-japanese-char-wwm,jsnli+nu-snli,128.0,3e-05,0.0,256.0,82.60818120233789,81.0889329427866,80.90468502438044,78.03162954596405,80.00841583771036,3
ku-nlp/roberta-large-japanese-char-wwm,jsnli+nu-snli,128.0,5e-05,0.0,128.0,81.42074912885113,80.14686980283612,80.1814914649751,76.86694899315586,79.06510342032236,3
ku-nlp/roberta-large-japanese-char-wwm,jsnli+nu-snli,256.0,1e-05,0.0,256.0,82.76819002414597,81.15788346503348,80.75748337232884,77.66340070624422,79.85958918120217,3
ku-nlp/roberta-large-japanese-char-wwm,jsnli+nu-snli,256.0,3e-05,0.0,128.0,82.54086017013525,81.00747591161443,80.49843209522565,77.18348475435153,79.5631309203972,3
ku-nlp/roberta-large-japanese-char-wwm,jsnli+nu-snli,256.0,5e-05,0.0,128.0,82.42779164623495,80.88775581402238,80.2033633138167,77.20920443168079,79.43344118650663,3
ku-nlp/roberta-large-japanese-char-wwm,jsnli+nu-snli,512.0,1e-05,0.0,138.66666666666666,82.64621761737736,81.00089590984814,80.70003548676866,77.38974404679577,79.69689181447086,3
ku-nlp/roberta-large-japanese-char-wwm,jsnli+nu-snli,512.0,3e-05,0.0,117.33333333333333,82.48788549497239,80.87202932553679,79.87232024495943,77.14095698956253,79.29510218668625,3
ku-nlp/roberta-large-japanese-char-wwm,jsnli+nu-snli,512.0,5e-05,0.0,74.66666666666667,82.5171726859347,80.86965397108219,80.24058838289072,77.07902204319002,79.39642146572096,3
megagonlabs/roberta-long-japanese,jsnli+nu-snli,64.0,1e-05,0.0,597.3333333333334,81.14950324707115,79.94851515484844,76.00424969915024,71.92058221748225,75.9577823571603,3
megagonlabs/roberta-long-japanese,jsnli+nu-snli,64.0,3e-05,0.0,341.3333333333333,80.84951693762444,79.67221137157281,75.32587388848087,71.07813456406556,75.35873994137309,3
megagonlabs/roberta-long-japanese,jsnli+nu-snli,64.0,5e-05,0.0,256.0,80.80157315894655,79.47560591036223,75.63065604501527,71.32091927186654,75.47572707574801,3
megagonlabs/roberta-long-japanese,jsnli+nu-snli,128.0,1e-05,0.0,384.0,81.17010346373354,79.91178816511834,76.04612456608452,71.81782376912092,75.92524550010792,3
megagonlabs/roberta-long-japanese,jsnli+nu-snli,128.0,3e-05,0.0,469.3333333333333,80.9890297028245,79.64713697707379,75.88950689084622,72.1465600717914,75.89440131323714,3
megagonlabs/roberta-long-japanese,jsnli+nu-snli,128.0,5e-05,0.0,128.0,80.65662083972627,79.58544968263408,75.47714587680402,71.17664303469313,75.41307953137708,3
megagonlabs/roberta-long-japanese,jsnli+nu-snli,256.0,1e-05,0.0,256.0,81.46733679132554,80.2182186018215,76.16390751846568,71.90336167495737,76.09516259841486,3
megagonlabs/roberta-long-japanese,jsnli+nu-snli,256.0,3e-05,0.0,149.33333333333334,81.44291351877537,80.23928340173995,75.9943202077538,71.6923689886656,75.97532419938645,3
megagonlabs/roberta-long-japanese,jsnli+nu-snli,256.0,5e-05,0.0,149.33333333333334,81.16840853098886,79.9959526192987,75.84524368243575,71.73142359462891,75.85753996545445,3
megagonlabs/roberta-long-japanese,jsnli+nu-snli,512.0,1e-05,0.0,192.0,81.61010845451189,80.22860270873808,76.15925204421382,71.99623303933718,76.12802926409636,3
megagonlabs/roberta-long-japanese,jsnli+nu-snli,512.0,3e-05,0.0,96.0,81.66470103451447,80.4620238939803,75.9843994899796,71.59850760406749,76.01497699600914,3
megagonlabs/roberta-long-japanese,jsnli+nu-snli,512.0,5e-05,0.0,74.66666666666667,81.34775865904079,80.0711578146398,75.69364235385179,71.36638186202175,75.71039401017111,3
nlp-waseda/roberta-base-japanese,jsnli+nu-snli,64.0,1e-05,0.0,1365.3333333333333,80.39586511426747,80.0520809379068,79.05337103421385,76.02289060770481,78.37611419327516,3
nlp-waseda/roberta-base-japanese,jsnli+nu-snli,64.0,3e-05,0.0,597.3333333333334,81.77643537043754,81.24059535561183,79.55428356368645,76.48930335995387,79.09472742641738,3
nlp-waseda/roberta-base-japanese,jsnli+nu-snli,64.0,5e-05,0.0,512.0,82.50985400598552,81.6888160667253,79.64013906836776,76.57180863555607,79.30025459021638,3
nlp-waseda/roberta-base-japanese,jsnli+nu-snli,128.0,1e-05,0.0,725.3333333333334,81.87491004374895,81.39363925099667,78.36761479297361,75.08856752460669,78.28327385619231,3
nlp-waseda/roberta-base-japanese,jsnli+nu-snli,128.0,3e-05,0.0,512.0,81.76824110468958,81.17271537281157,79.42350947418042,76.10865866448607,78.90162783715934,3
nlp-waseda/roberta-base-japanese,jsnli+nu-snli,128.0,5e-05,0.0,341.3333333333333,81.2393844504563,80.6389733040942,78.89379234841233,75.46821318114924,78.3336596112186,3
nlp-waseda/roberta-base-japanese,jsnli+nu-snli,256.0,1e-05,0.0,490.6666666666667,81.93348138684284,81.35176719886562,79.3384406899158,75.78406488604207,78.82475759160782,3
nlp-waseda/roberta-base-japanese,jsnli+nu-snli,256.0,3e-05,0.0,320.0,82.04642148195992,81.64481303765767,78.74580483401476,75.59064457244575,78.66042081470606,3
nlp-waseda/roberta-base-japanese,jsnli+nu-snli,256.0,5e-05,0.0,192.0,82.31044769223041,81.66733898138789,79.03405734366815,75.51188832413423,78.73776154973008,3
nlp-waseda/roberta-base-japanese,jsnli+nu-snli,512.0,1e-05,0.0,352.0,82.20090937943905,81.65581860331842,78.9800354887234,75.31645730947294,78.65077046717158,3
nlp-waseda/roberta-base-japanese,jsnli+nu-snli,512.0,3e-05,0.0,181.33333333333334,82.04325097366318,81.53306697645199,79.3159130303651,75.74516046662556,78.86471349114754,3
nlp-waseda/roberta-base-japanese,jsnli+nu-snli,512.0,5e-05,0.0,192.0,81.74152105695217,81.11182646023948,78.79877408417623,75.38480472521873,78.43180175654481,3
nlp-waseda/roberta-large-japanese,jsnli+nu-snli,64.0,1e-05,0.0,682.6666666666666,84.48239551697746,83.22378733496868,82.33612833497848,78.92003900749494,81.49331822581404,3
